id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
14511,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt
5392,Unisex,Footwear,Shoes,Sports Shoes,White,,2011.0,Sports,Kalenji Crossport 100 Whi/champ
5387,Unisex,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Kalenji Kapteren 50 Black Pink
55785,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2014.0,Casual,Converse Men Navy Casual Shoes
37610,Girls,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Madagascar3 Girls Pink Printed T-Shirt
41730,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Catwalk Women White Heels
12977,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Marathon Black Sports Shoes
28681,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Printed T-shirt
19335,Men,Apparel,Topwear,Jackets,White,Fall,2011.0,Casual,United Colors of Benetton Men Solid White Jacket
15061,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoe
5180,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Batman Men's Detective Black T-shirt
26526,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013.0,Casual,Gas Men Freetime Black Casual Shoes
34404,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Surf Black T-shirt
23976,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Blue Striped Shirt
3916,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Urban Yoga Men's Breathe Grey T-shirt
34069,Women,Footwear,Shoes,Flats,Black,Fall,2012.0,Formal,Clarks Women Black Leather Flat Shoes
12138,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Solid Green Kurtas
17016,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,Rocia Women Casual White Sandal
6890,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Forever New Women's White Blue Printed Top
50755,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Chief Men Black Sandals
13979,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Jiff Black Sandals
22857,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Casual Shoes
41771,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Remanika Women Striped Green Top
14093,Men,Apparel,Topwear,Tshirts,Red,Winter,2016.0,Casual,Flying Machine Men Stripes Red Tshirts
5835,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Women's Birds White T-shirt
41586,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Basics Men White Striped Shirt
57484,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,ID Men Black & White Sandals
21451,Women,Apparel,Topwear,Tshirts,Green,Winter,2012.0,Casual,Roxy Women Green Graphic Printed T-Shirt
38765,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Printed Green T-shirt
48102,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,French Connection Women Red Striped Top
50899,Women,Apparel,Saree,Sarees,Beige,Fall,2012.0,Ethnic,Prafful Beige & Purple Printed Sari
24061,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Locomotive Men Light Brown Striped T-shirt
19789,Men,Apparel,Topwear,Tshirts,Orange,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt
38563,Men,Apparel,Bottomwear,Shorts,Orange,Summer,2012.0,Casual,Nike Men Orange & Charcoal Shorts
42543,Women,Apparel,Topwear,Kurtas,Rust,Summer,2012.0,Ethnic,Mother Earth Women Rust Kurta
7143,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers For Her Women Light Work Blue Shirts
5361,Men,Footwear,Shoes,Sports Shoes,Black,,2011.0,Sports,Kipsta F300 Fg Sr Ah09
32383,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Arrow Woman Black Top
43379,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Reebok Men White Mamba Casual Shoes
10747,Unisex,Footwear,Sandal,Sandals,Pink,Winter,2012.0,Casual,Disney Unisex Kids Daisy Pink Sandals
21873,Boys,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Chhota Bheem Kids Boys Lets Rock Green T-shirt
22571,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Highlander Men Black Check Shirt
14876,Women,Apparel,Bottomwear,Stockings,Grey,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Stockings
13738,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Belmonte Men Check Green Shirts
47080,Women,Apparel,Bottomwear,Patiala,Mustard,Fall,2012.0,Ethnic,Shree Women Mustard & Green Patiala
35707,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Renzo Black Shoes
51756,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,2015.0,Casual,Catwalk Women Blue Shoes
26806,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2013.0,Formal,Arrow Men Charcoal Flat Front Trousers
27212,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Doodle Kids Boy Striped Blue Shirt
20004,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,United Colors of Benetton Men Printed Beige TShirt
45534,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Fila Men White T-shirt
2010,Men,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,ADIDAS Mens Classic Green Polo T-shirt
13835,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Sports,Nike Men Solid Black Jackets
7815,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Striped Polo T-shirt
28806,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Denizen Men Check Black Shirt
4653,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,ADIDAS Men Cherokee Black Grey Sandal
33328,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Arrow New York Men Grey Slim Fit Shirt
6817,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2011.0,Casual,Timberland Men Blue Thong Flip Flops
28614,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Ruckus Grey Sports Shoes
22139,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Provogue Men Black Formal Shoes
20201,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Casual,Wrangler Men Seattle Glow White Sweatshirt
3476,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Men's Fresh Blue Sleeveless T-shirt
57161,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Elle Women Pink Essentials Top
17836,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,2011.0,Casual,Nike Women Solarsoft Thong Pink Slipper
4921,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Girl's Viona Pack of 3 Tee Kidswear
23863,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men White Galaxy Elite Sports Shoes
53000,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
5666,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Men's Beer Addict Green T-shirt
22190,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Light Brown Casual Shoes
5755,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Jealous 21 Women Pink Graphic Top
41315,Women,Apparel,Bottomwear,Leggings,Navy Blue,Summer,2012.0,Ethnic,Aurelia Women Navy Blue Leggings
59982,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Black & Cream Dress
12346,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Formal,Reebok Women Grey Solid V-Neck T-shirt
32841,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Grendha Women Jola Cigana Gold Flats
18758,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,Arrow Woman Bling Black Dress
14944,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Status Quo Men Stripes Blue Tshirts
12513,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
40949,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Around the World White T-shirt
43074,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Sports,Nike Womens Black Capris
6477,Men,Apparel,Topwear,Jackets,White,Summer,2011.0,Casual,ADIDAS Men Top White Jacket
43313,Women,Apparel,Topwear,Sweaters,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue Sweater
15324,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Sports,Nike Men Printed White Sweatshirts
55624,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Numero Uno Men Black Formal Shoes
25570,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Trimax White Sports Shoes
47087,Boys,Footwear,Flip Flops,Flip Flops,Yellow,Fall,2012.0,Casual,Marvel Boys Yellow Flip Flops
37280,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Tantra Women Blue Facebook T-shirt
25520,Girls,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Doodle Kids Girls City Chic White Top
24551,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Diva Women Blue Printed Kurta
40146,Girls,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Gini and Jony Girls Elasticated Black Capris
28874,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,BIBA Women Printed Blue Kurta
56692,Men,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Fabindia Men Navy Blue Kurta
36208,Boys,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Gini Jony Boys Black Jacket
8737,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men Checks Shirt Purple Shirts
19515,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Sweater
28323,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,Casual,Red Tape Men Casual Brown Sandals
11114,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Indigo Nation Men Check Purple Shirts
54951,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Do u speak green Men Red T-shirt
19540,Men,Apparel,Topwear,Sweaters,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Solid Blue Sweater
31363,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue T-shirt
24481,Men,Footwear,Sandal,Sandals,Grey,Winter,2018.0,Casual,Red Tape Men Grey Casual Sandals
20261,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men Tee White T-shirt
3607,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Converse Men's Chuck Taylor Print OX Black Canvas Shoe
58676,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,ALayna Women Printed Beige Kurta
19535,Men,Apparel,Topwear,Sweaters,Green,Summer,2011.0,Casual,United Colors of Benetton Men Solid Green Sweater
10155,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Tr Bal Brown Casual Shoes
10453,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Flying Machine Men Gloden Haze Yellow Tshirts
14716,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Formal Shirt White Shirts
33151,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Printed Pink Top
19062,Women,Apparel,Topwear,Kurtis,Maroon,Fall,2011.0,Ethnic,Aurelia Women Solid Maroon Kurti
42015,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men White Vermont Shoes
38674,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Dual Fusion White Sports Shoes
23141,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Quechua Men Warm Fleece Navy Blue Sweatshirt
59625,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Orange & Purple Wedding Collection sari
29564,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Half Cab Black Shoes
17937,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Ducati One ups Tee 2 Black Tshirt
11092,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirt
52482,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Red,Winter,2015.0,Casual,Red Rose Red & Black Nightdress
39184,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Aneri Women Multi Coloured Kurta
30871,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Kurta
50337,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Aurelia Women Blue Kurti
7244,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men's Allander Black Shoe
24840,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Check Blue Shirt
1882,Men,Apparel,Topwear,Tshirts,Red,Winter,2010.0,Casual,FIFA Mens Code Collection Red T-shirt
3357,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Ear Plugs Black T-shirt
7777,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Converse Men's Chuck Slip Red Canvas Shoe
51489,Men,Apparel,Topwear,Shirts,Beige,Summer,2012.0,Casual,Denizen Men Beige & Blue Check Shirt
51060,Women,Apparel,Loungewear and Nightwear,Nightdress,Lavender,Summer,2017.0,Casual,Enamor Women Lavender Nightdress
11303,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Women Blue Sophia Jeans
25420,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013.0,Casual,Nike Men Lite Force Black & White Shoes
44578,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Party Jeans
53392,Women,Apparel,Topwear,Kurtis,Cream,Summer,2012.0,Ethnic,Aurelia Women Cream Printed Kurti
42509,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Mother Earth Women Beige Kurta
12698,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,Nike Men Swift FG Blue Sports Shoes
7472,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Proline Men White & Purple Striped Polo T-shirt
9883,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Hot Stepper Purple Shirts
19057,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Solid Green Kurta
52079,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Myntra Men Yellow Striped T-shirt
56410,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,GAS Men Brown Casual Shoes
11524,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue Sweatshirt
6635,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Rally White Shoe
31794,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Lee Women Navy Blue Beach T-shirt
48094,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,French Connection Women Violet Top
23051,Women,Apparel,Dress,Dresses,Navy Blue,Fall,2011.0,Casual,Arrow Woman Navy Blue Printed Dress
11472,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Blue Winter Printed Top
10078,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Reebok Men Speed Mode White Sports Shoes
4638,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Women Phantom Low Pink Grey White Shoe
3694,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Lotto Men's Dynamo Green Canvas Shoe
25592,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Vishudh Women Black & Purple Printed Churidar Kurta with Dupatta
41681,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels
43920,Women,Apparel,Dress,Dresses,Cream,Summer,2012.0,Casual,Femella Women Cream Printed Dress
34444,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Myntra Women Peach Peace Love Chocolate T-shirt
27917,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012.0,Formal,Scullers For Her Brown Striped Trousers
32266,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016.0,Casual,2go Active Gear USA Men Red Pele Track Pants
44879,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Polo neck T-shirt
37712,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,John Players Men Printed Yellow T-shirt
6802,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2012.0,Casual,Timberland Men's Block Island Grey Shoe
58661,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,ALayna Women Green Kurta
50164,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Rocia Women White Wedges
6564,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Sports,Nike Men's Woven Blue Short
6633,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,UCB Men Ben Logo Chest Black Shirt
5780,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,Jealous 21 Women. Graphic Purple Top
33081,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Navy Blue T-Shirt
20142,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Authentic Rope Navy Blue Shirt
27554,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Scullers Men Purple Shirt
26310,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Proline Black Sports Shorts
42731,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals
42682,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,Alma Women Cream & Blue Kurta
30122,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Flying Machine Men Printed Navy Blue T-shirt
34081,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Clarks Men Brown Nature Three Mahogany Leather Casual Shoes
24602,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIba Women Blue Printed Kurta
3447,Unisex,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,ADIDAS Kids Black Pune Warriors Match Jersey
57893,Women,Apparel,Bottomwear,Leggings,Cream,Fall,2012.0,Casual,Femella Women Cream Leggings
17817,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Lee Cooper Men  Black Sandal
17193,Men,Apparel,Topwear,Shirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Shirt
47474,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Tiptopp Women Black Flats
5154,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Wrangler Women's Lip Print White T-shirt
9051,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,ADIDAS Men Speed Boat Grey Sports Shoes
19406,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men White Twenty2yds Lite IV Sports Shoes
7714,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Fila Men's Wind Black Shoe
9200,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men SL Tech LO SF Black Casual Shoes
29837,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,Basics Men Yellow Checked Shirt
28951,Women,Apparel,Topwear,Kurtis,Pink,Summer,2012.0,Ethnic,BIBA OUTLET Women Fushsia Pink Kurti
44231,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Nike Men Air Max Turbulence+ 18 Grey Sports Shoes
5019,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2011.0,Casual,Levis Kids Girl's Betsy Navy Kidswear
29052,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,ADIDAS Men 3 Fingers Charcoal T-shirt
11607,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011.0,Ethnic,W Women Solid Grey Kurtas
33652,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Lotto Women Cara II W Black Flip Flops
2965,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Excurse White Spectrum Blue Shoe
28908,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,BIBA Women Printed Red Kurta
24462,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,ADIDAS Men Blue Adi Cliff Flip Flop
2822,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lee Cooper Men's Casual Felt Black Shoe
11951,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Ganuchi Men Blue Shoes
42025,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Women White Bolt Sports Shoes
25476,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Nike Men Lite Force  Red Casual Shoes
44968,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch
45426,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Rocia Women Brown Sandals
35161,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Coolers Men Black Sandals
34074,Women,Footwear,Shoes,Flats,Silver,Fall,2012.0,Casual,Clarks Women Arizona Heat Leather Silver Shoes
22977,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Fila Men White Galaxy Sports Shoes
6215,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Lee Men's Printed White T-shirt
7633,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,Puma Men's Woven Black Short
6208,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Lee Men's Hand Green T-shirt
35418,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Enroute Men Black Formal Shoes
9266,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Scul Blue Shirts
30341,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Fakebook Off White T-shirt
8205,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men Stripe Langley Navy Blue T-Shirts
3863,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Wrangler Men's Authentic Embro Olive T-shirt
39167,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Aneri Women Pink Printed Kurta
11557,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,W Women Printed White Kurtas
33563,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Wrangler Women Butterfly Yellow T-shirt
8465,Girls,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Doodle Girls's Princess Purple Teen Top
59970,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Mushroom Brown Dress
48371,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,French Connection Men Black Check Shirt
23122,Unisex,Footwear,Flip Flops,Flip Flops,Green,Spring,2013.0,Casual,Converse Unisex Basic Green Flip Flops
1752,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Lotto Men Red Epic T-shirt
9619,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Indigo Nation Men Checks Blue Shirt
14541,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Vishudh Women White and Red Printed Kurta
7213,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Scullers Men's Scul Green T-shirt
1578,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Domyos Men Good Stroke Red T-shirt
3104,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Wtf Turquoise T-Shirt
19904,Women,Footwear,Shoes,Flats,Pink,Fall,2011.0,Casual,Lotto Women Virtue Pink Sandal
18856,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Generation White Polo Tshirt
42045,Men,Footwear,Shoes,Casual Shoes,Yellow,Summer,2012.0,Casual,Nike Men Wardour Chukka Yellow Casual Shoes
8427,Unisex,Sporting Goods,Sports Equipment,Basketballs,Blue,Fall,2011.0,Sports,Spalding Unisex Blue Basketball
34374,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Myntra Men Orange Burps T-shirt
3327,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,KXIP Boys Fangear Polo Jersey
6341,Unisex,Footwear,Shoes,Casual Shoes,Orange,Summer,2011.0,Casual,Converse Unisex Cyclone Print Ox Orange Shoe
9783,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men Bnce Hop White Tshirts
20212,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Wrangler Women Checkerd Blue Sweatshirt
55599,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Peter England Men Blue Shirt
23815,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Evo Black Casual Shoes
15508,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men Cape Noble Brown Casual Shoes
11125,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Urban Yoga Women Solid Black Track Pants
49930,Women,Apparel,Saree,Sarees,Yellow,Fall,2012.0,Ethnic,Fabindia Yellow Self-Striped Saree
3992,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Mr.Men Men's Funny Black T-shirt
2831,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Lee Cooper Men's Casual Blue Canvas Shoe
34749,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men White Benecio Shoes
28528,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Sports,Nike Women Cruiser Hurley Dot Pink T-shirt
