idx,kind,rating,compliance,answer_model,judge_model
171,ocr,5,0,gpt-5,gpt-5
168,out_of_scope,5,0,gpt-5,gpt-5
171,misspelled,5,0,gpt-5,gpt-5
171,baseline,6,1,gpt-5,gpt-5
171,out_of_scope,6,1,gpt-5,gpt-5
172,incomplete,6,1,gpt-5,gpt-5
171,out_of_domain,3,0,gpt-5,gpt-5
172,ocr,5,0,gpt-5,gpt-5
173,missing_context,6,1,gpt-5,gpt-5
172,out_of_domain,6,1,gpt-5,gpt-5
174,misspelled,5,0,gpt-5,gpt-5
174,baseline,5,0,gpt-5,gpt-5
174,missing_context,6,1,gpt-5,gpt-5
174,ocr,5,0,gpt-5,gpt-5
170,out_of_scope,5,0,gpt-5,gpt-5
173,baseline,6,1,gpt-5,gpt-5
172,out_of_scope,4,0,gpt-5,gpt-5
175,missing_context,6,1,gpt-5,gpt-5
174,incomplete,5,0,gpt-5,gpt-5
173,incomplete,6,1,gpt-5,gpt-5
174,out_of_domain,5,0,gpt-5,gpt-5
173,ocr,6,1,gpt-5,gpt-5
173,misspelled,6,1,gpt-5,gpt-5
174,out_of_scope,6,1,gpt-5,gpt-5
176,missing_context,6,1,gpt-5,gpt-5
175,baseline,5,0,gpt-5,gpt-5
173,out_of_scope,6,1,gpt-5,gpt-5
162,baseline,5,0,gpt-5,gpt-5
175,out_of_domain,4,0,gpt-5,gpt-5
175,incomplete,6,1,gpt-5,gpt-5
177,baseline,5,0,gpt-5,gpt-5
176,baseline,4,0,gpt-5,gpt-5
176,out_of_scope,6,1,gpt-5,gpt-5
175,misspelled,4,0,gpt-5,gpt-5
175,out_of_scope,4,0,gpt-5,gpt-5
175,ocr,4,0,gpt-5,gpt-5
176,misspelled,4,0,gpt-5,gpt-5
173,out_of_domain,4,0,gpt-5,gpt-5
176,incomplete,6,1,gpt-5,gpt-5
177,ocr,5,0,gpt-5,gpt-5
177,missing_context,6,1,gpt-5,gpt-5
177,out_of_domain,5,0,gpt-5,gpt-5
177,misspelled,5,0,gpt-5,gpt-5
177,incomplete,5,0,gpt-5,gpt-5
178,baseline,5,0,gpt-5,gpt-5
178,misspelled,5,0,gpt-5,gpt-5
178,missing_context,6,1,gpt-5,gpt-5
179,baseline,5,0,gpt-5,gpt-5
176,out_of_domain,4,0,gpt-5,gpt-5
178,ocr,5,0,gpt-5,gpt-5
179,out_of_domain,5,0,gpt-5,gpt-5
178,out_of_domain,5,0,gpt-5,gpt-5
179,ocr,5,0,gpt-5,gpt-5
177,out_of_scope,6,1,gpt-5,gpt-5
179,incomplete,6,1,gpt-5,gpt-5
179,misspelled,5,0,gpt-5,gpt-5
180,misspelled,5,0,gpt-5,gpt-5
180,incomplete,5,0,gpt-5,gpt-5
179,missing_context,6,1,gpt-5,gpt-5
178,incomplete,5,0,gpt-5,gpt-5
180,missing_context,6,1,gpt-5,gpt-5
180,baseline,5,0,gpt-5,gpt-5
176,ocr,4,0,gpt-5,gpt-5
180,ocr,5,0,gpt-5,gpt-5
180,out_of_domain,5,0,gpt-5,gpt-5
178,out_of_scope,6,1,gpt-5,gpt-5
181,out_of_domain,5,0,gpt-5,gpt-5
181,baseline,6,1,gpt-5,gpt-5
179,out_of_scope,6,1,gpt-5,gpt-5
182,missing_context,6,1,gpt-5,gpt-5
181,missing_context,6,1,gpt-5,gpt-5
181,ocr,6,1,gpt-5,gpt-5
183,misspelled,5,0,gpt-5,gpt-5
180,out_of_scope,5,0,gpt-5,gpt-5
182,out_of_scope,6,1,gpt-5,gpt-5
183,incomplete,5,0,gpt-5,gpt-5
183,ocr,5,0,gpt-5,gpt-5
183,missing_context,6,1,gpt-5,gpt-5
183,baseline,5,0,gpt-5,gpt-5
181,misspelled,6,1,gpt-5,gpt-5
183,out_of_domain,5,0,gpt-5,gpt-5
184,missing_context,6,1,gpt-5,gpt-5
181,incomplete,6,1,gpt-5,gpt-5
182,misspelled,6,1,gpt-5,gpt-5
184,misspelled,6,1,gpt-5,gpt-5
182,out_of_domain,4,0,gpt-5,gpt-5
184,out_of_scope,6,1,gpt-5,gpt-5
184,incomplete,6,1,gpt-5,gpt-5
183,out_of_scope,5,0,gpt-5,gpt-5
181,out_of_scope,4,0,gpt-5,gpt-5
184,ocr,6,1,gpt-5,gpt-5
182,ocr,6,1,gpt-5,gpt-5
184,out_of_domain,6,1,gpt-5,gpt-5
184,baseline,6,1,gpt-5,gpt-5
182,baseline,6,1,gpt-5,gpt-5
185,missing_context,6,1,gpt-5,gpt-5
186,missing_context,6,1,gpt-5,gpt-5
185,ocr,6,1,gpt-5,gpt-5
187,missing_context,6,1,gpt-5,gpt-5
186,out_of_scope,6,1,gpt-5,gpt-5
187,baseline,5,0,gpt-5,gpt-5
186,out_of_domain,6,1,gpt-5,gpt-5
185,out_of_domain,4,0,gpt-5,gpt-5
186,ocr,6,1,gpt-5,gpt-5
186,baseline,6,1,gpt-5,gpt-5
185,out_of_scope,6,1,gpt-5,gpt-5
187,ocr,5,0,gpt-5,gpt-5
187,incomplete,5,0,gpt-5,gpt-5
188,baseline,5,0,gpt-5,gpt-5
185,baseline,6,1,gpt-5,gpt-5
187,out_of_domain,6,1,gpt-5,gpt-5
185,misspelled,3,0,gpt-5,gpt-5
187,out_of_scope,6,1,gpt-5,gpt-5
188,incomplete,6,1,gpt-5,gpt-5
188,misspelled,6,1,gpt-5,gpt-5
188,out_of_domain,5,0,gpt-5,gpt-5
185,incomplete,6,1,gpt-5,gpt-5
186,incomplete,6,1,gpt-5,gpt-5
188,missing_context,6,1,gpt-5,gpt-5
189,missing_context,6,1,gpt-5,gpt-5
189,out_of_scope,6,1,gpt-5,gpt-5
188,out_of_scope,5,0,gpt-5,gpt-5
187,misspelled,5,0,gpt-5,gpt-5
188,ocr,6,1,gpt-5,gpt-5
190,missing_context,6,1,gpt-5,gpt-5
189,misspelled,6,1,gpt-5,gpt-5
190,out_of_domain,6,1,gpt-5,gpt-5
190,baseline,6,1,gpt-5,gpt-5
189,incomplete,6,1,gpt-5,gpt-5
191,missing_context,6,1,gpt-5,gpt-5
189,baseline,6,1,gpt-5,gpt-5
190,out_of_scope,5,0,gpt-5,gpt-5
190,ocr,6,1,gpt-5,gpt-5
190,misspelled,6,1,gpt-5,gpt-5
190,incomplete,6,1,gpt-5,gpt-5
189,ocr,6,1,gpt-5,gpt-5
189,out_of_domain,4,0,gpt-5,gpt-5
191,out_of_scope,5,0,gpt-5,gpt-5
192,missing_context,6,1,gpt-5,gpt-5
191,misspelled,6,1,gpt-5,gpt-5
193,misspelled,5,0,gpt-5,gpt-5
193,baseline,4,0,gpt-5,gpt-5
192,out_of_scope,5,0,gpt-5,gpt-5
193,missing_context,6,1,gpt-5,gpt-5
192,out_of_domain,6,1,gpt-5,gpt-5
193,incomplete,5,0,gpt-5,gpt-5
193,out_of_domain,5,0,gpt-5,gpt-5
192,misspelled,6,1,gpt-5,gpt-5
191,ocr,4,0,gpt-5,gpt-5
191,baseline,4,0,gpt-5,gpt-5
193,out_of_scope,6,1,gpt-5,gpt-5
193,ocr,4,0,gpt-5,gpt-5
191,incomplete,6,1,gpt-5,gpt-5
192,incomplete,6,1,gpt-5,gpt-5
192,baseline,6,1,gpt-5,gpt-5
194,baseline,6,1,gpt-5,gpt-5
191,out_of_domain,4,0,gpt-5,gpt-5
194,misspelled,6,1,gpt-5,gpt-5
195,missing_context,6,1,gpt-5,gpt-5
194,out_of_domain,6,1,gpt-5,gpt-5
192,ocr,6,1,gpt-5,gpt-5
194,incomplete,6,1,gpt-5,gpt-5
194,missing_context,6,1,gpt-5,gpt-5
195,misspelled,5,0,gpt-5,gpt-5
196,missing_context,6,1,gpt-5,gpt-5
194,ocr,6,1,gpt-5,gpt-5
195,baseline,5,0,gpt-5,gpt-5
197,baseline,5,0,gpt-5,gpt-5
195,incomplete,5,0,gpt-5,gpt-5
194,out_of_scope,5,0,gpt-5,gpt-5
195,out_of_scope,4,0,gpt-5,gpt-5
197,misspelled,5,0,gpt-5,gpt-5
197,incomplete,6,1,gpt-5,gpt-5
197,missing_context,6,1,gpt-5,gpt-5
195,out_of_domain,6,1,gpt-5,gpt-5
197,ocr,5,0,gpt-5,gpt-5
195,ocr,5,0,gpt-5,gpt-5
197,out_of_domain,5,0,gpt-5,gpt-5
196,ocr,5,0,gpt-5,gpt-5
198,missing_context,6,1,gpt-5,gpt-5
196,baseline,5,0,gpt-5,gpt-5
199,incomplete,5,0,gpt-5,gpt-5
199,baseline,5,0,gpt-5,gpt-5
196,out_of_scope,6,1,gpt-5,gpt-5
197,out_of_scope,5,0,gpt-5,gpt-5
199,ocr,5,0,gpt-5,gpt-5
199,missing_context,6,1,gpt-5,gpt-5
199,out_of_domain,5,0,gpt-5,gpt-5
199,misspelled,5,0,gpt-5,gpt-5
196,misspelled,4,0,gpt-5,gpt-5
196,out_of_domain,4,0,gpt-5,gpt-5
198,baseline,6,1,gpt-5,gpt-5
198,out_of_domain,6,1,gpt-5,gpt-5
198,incomplete,6,1,gpt-5,gpt-5
200,missing_context,6,1,gpt-5,gpt-5
198,ocr,6,1,gpt-5,gpt-5
196,incomplete,5,0,gpt-5,gpt-5
199,out_of_scope,4,0,gpt-5,gpt-5
200,misspelled,5,0,gpt-5,gpt-5
200,out_of_domain,5,0,gpt-5,gpt-5
200,baseline,5,0,gpt-5,gpt-5
198,misspelled,6,1,gpt-5,gpt-5
198,out_of_scope,6,1,gpt-5,gpt-5
201,missing_context,6,1,gpt-5,gpt-5
201,incomplete,5,0,gpt-5,gpt-5
201,baseline,5,0,gpt-5,gpt-5
200,incomplete,5,0,gpt-5,gpt-5
201,ocr,5,0,gpt-5,gpt-5
202,missing_context,6,1,gpt-5,gpt-5
200,out_of_scope,6,1,gpt-5,gpt-5
200,ocr,5,0,gpt-5,gpt-5
201,misspelled,5,0,gpt-5,gpt-5
201,out_of_domain,5,0,gpt-5,gpt-5
203,missing_context,6,1,gpt-5,gpt-5
201,out_of_scope,4,0,gpt-5,gpt-5
202,out_of_scope,6,1,gpt-5,gpt-5
203,misspelled,6,1,gpt-5,gpt-5
202,baseline,6,1,gpt-5,gpt-5
204,out_of_domain,5,0,gpt-5,gpt-5
204,incomplete,5,0,gpt-5,gpt-5
204,baseline,5,0,gpt-5,gpt-5
204,missing_context,6,1,gpt-5,gpt-5
203,out_of_scope,6,1,gpt-5,gpt-5
204,misspelled,5,0,gpt-5,gpt-5
204,ocr,5,0,gpt-5,gpt-5
203,baseline,6,1,gpt-5,gpt-5
202,out_of_domain,6,1,gpt-5,gpt-5
203,out_of_domain,6,1,gpt-5,gpt-5
202,misspelled,6,1,gpt-5,gpt-5
203,ocr,6,1,gpt-5,gpt-5
203,incomplete,6,1,gpt-5,gpt-5
205,baseline,6,1,gpt-5,gpt-5
205,misspelled,6,1,gpt-5,gpt-5
205,ocr,6,1,gpt-5,gpt-5
206,incomplete,5,0,gpt-5,gpt-5
206,missing_context,6,1,gpt-5,gpt-5
206,baseline,5,0,gpt-5,gpt-5
205,out_of_domain,6,1,gpt-5,gpt-5
202,ocr,6,1,gpt-5,gpt-5
202,incomplete,6,1,gpt-5,gpt-5
205,missing_context,6,1,gpt-5,gpt-5
206,misspelled,5,0,gpt-5,gpt-5
206,out_of_domain,5,0,gpt-5,gpt-5
207,missing_context,6,1,gpt-5,gpt-5
205,out_of_scope,6,1,gpt-5,gpt-5
207,out_of_scope,6,1,gpt-5,gpt-5
206,out_of_scope,5,0,gpt-5,gpt-5
208,missing_context,6,1,gpt-5,gpt-5
206,ocr,5,0,gpt-5,gpt-5
204,out_of_scope,6,1,gpt-5,gpt-5
205,incomplete,6,1,gpt-5,gpt-5
209,misspelled,6,1,gpt-5,gpt-5
209,baseline,6,1,gpt-5,gpt-5
208,out_of_scope,4,0,gpt-5,gpt-5
208,baseline,2,0,gpt-5,gpt-5
208,out_of_domain,6,1,gpt-5,gpt-5
207,incomplete,6,1,gpt-5,gpt-5
209,incomplete,6,1,gpt-5,gpt-5
207,misspelled,6,1,gpt-5,gpt-5
209,missing_context,6,1,gpt-5,gpt-5
207,baseline,6,1,gpt-5,gpt-5
209,out_of_domain,6,1,gpt-5,gpt-5
208,incomplete,4,0,gpt-5,gpt-5
209,ocr,6,1,gpt-5,gpt-5
208,ocr,6,1,gpt-5,gpt-5
210,missing_context,6,1,gpt-5,gpt-5
207,ocr,6,1,gpt-5,gpt-5
211,missing_context,6,1,gpt-5,gpt-5
210,incomplete,6,1,gpt-5,gpt-5
208,misspelled,6,1,gpt-5,gpt-5
209,out_of_scope,6,1,gpt-5,gpt-5
210,misspelled,6,1,gpt-5,gpt-5
210,baseline,6,1,gpt-5,gpt-5
211,baseline,3,0,gpt-5,gpt-5
210,out_of_scope,6,1,gpt-5,gpt-5
211,ocr,3,0,gpt-5,gpt-5
210,ocr,3,0,gpt-5,gpt-5
212,missing_context,6,1,gpt-5,gpt-5
211,out_of_domain,3,0,gpt-5,gpt-5
207,out_of_domain,6,1,gpt-5,gpt-5
210,out_of_domain,5,0,gpt-5,gpt-5
211,out_of_scope,4,0,gpt-5,gpt-5
213,missing_context,6,1,gpt-5,gpt-5
211,misspelled,3,0,gpt-5,gpt-5
213,baseline,6,1,gpt-5,gpt-5
213,incomplete,6,1,gpt-5,gpt-5
211,incomplete,3,0,gpt-5,gpt-5
212,incomplete,6,1,gpt-5,gpt-5
212,out_of_scope,5,0,gpt-5,gpt-5
213,ocr,5,0,gpt-5,gpt-5
213,out_of_domain,6,1,gpt-5,gpt-5
214,baseline,5,0,gpt-5,gpt-5
212,ocr,6,1,gpt-5,gpt-5
212,baseline,6,1,gpt-5,gpt-5
213,misspelled,5,0,gpt-5,gpt-5
212,misspelled,6,1,gpt-5,gpt-5
212,out_of_domain,6,1,gpt-5,gpt-5
214,missing_context,6,1,gpt-5,gpt-5
215,misspelled,5,0,gpt-5,gpt-5
214,out_of_scope,6,1,gpt-5,gpt-5
214,ocr,5,0,gpt-5,gpt-5
215,incomplete,5,0,gpt-5,gpt-5
215,baseline,5,0,gpt-5,gpt-5
214,incomplete,6,1,gpt-5,gpt-5
216,missing_context,6,1,gpt-5,gpt-5
215,ocr,3,0,gpt-5,gpt-5
215,missing_context,6,1,gpt-5,gpt-5
216,out_of_scope,6,1,gpt-5,gpt-5
214,out_of_domain,6,1,gpt-5,gpt-5
217,incomplete,6,1,gpt-5,gpt-5
215,out_of_domain,5,0,gpt-5,gpt-5
217,out_of_domain,6,1,gpt-5,gpt-5
217,misspelled,6,1,gpt-5,gpt-5
215,out_of_scope,5,0,gpt-5,gpt-5
214,misspelled,5,0,gpt-5,gpt-5
217,baseline,6,1,gpt-5,gpt-5
218,missing_context,6,1,gpt-5,gpt-5
216,ocr,6,1,gpt-5,gpt-5
216,misspelled,6,1,gpt-5,gpt-5
217,out_of_scope,6,1,gpt-5,gpt-5
217,missing_context,6,1,gpt-5,gpt-5
216,baseline,4,0,gpt-5,gpt-5
213,out_of_scope,6,1,gpt-5,gpt-5
217,ocr,6,1,gpt-5,gpt-5
216,incomplete,6,1,gpt-5,gpt-5
218,baseline,6,1,gpt-5,gpt-5
218,misspelled,6,1,gpt-5,gpt-5
218,incomplete,6,1,gpt-5,gpt-5
219,baseline,5,0,gpt-5,gpt-5
219,misspelled,5,0,gpt-5,gpt-5
219,missing_context,6,1,gpt-5,gpt-5
216,out_of_domain,6,1,gpt-5,gpt-5
218,out_of_domain,6,1,gpt-5,gpt-5
218,ocr,6,1,gpt-5,gpt-5
219,ocr,5,0,gpt-5,gpt-5
219,incomplete,6,1,gpt-5,gpt-5
218,out_of_scope,6,1,gpt-5,gpt-5
219,out_of_domain,6,1,gpt-5,gpt-5
219,out_of_scope,5,0,gpt-5,gpt-5
182,incomplete,6,1,gpt-5,gpt-5
186,misspelled,6,1,gpt-5,gpt-5
